PartNumber,Description,ItemStatus,SalesUnit,Authorization,PriceGroup,PriceGroupDescription,ProductLifeCycleManagement,ItemClass
200-8558                      ,FASTPACK FOR PANA-103MTV,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8561                      ,FASTPACK FOR PT-425,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8590                      ,"FASTPACK FOR LOCKING TAB, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8606-1                    ,FASTPACK FOR PLP-V4X2,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8607                      ,FASTPACK FOR PLP-V6X4,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8612                      ,FASTPACK FOR PLP-V4X4,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8615-1                    ,"FASTPACK, 4 WOOD SCREWS & ANCHORS",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
200-8617                      ,ELDORADO FP 6 WOOD SCREWS & ANCHORS,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
201-0300                      ,"FAB, WALL PLT, PFT640",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PUNCH
201-1079                      ,"FLAT PLATE, FPS1000, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
2245-308                      ,"UPPER TRAY 19""",Active,EA,,XGPREFAB,XGPREFAB,,FAB                 PUNCH
2454-901                      ,"ADH/DBL SDE 4945 1 3/4""WX 1/16""T",Active,FT,,PRO,Professional Sales Price Group,,PP                  ADPRT
29WK07                        ,ACC215 FOR GRAINGER,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
2CP-51TV01                    ,"FAST PACK, CONCRETE",Active,EA,,PRO,Professional Sales Price Group,,FAST                     
2JM-11CP01L                   ,LWR CLNG BRKT W/RETNR PNT JUM MNT,Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
2JM-51TV01                    ,FASTPACK FOR ACC556 CEILING ADAPTER,Active,EA,,PRO,Professional Sales Price Group,,FAST                     
2MD-55VS04K                   ,PNTD ADJ ASSY - ADAPTER FLANGE,Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
2MD-55VS06W                   ,"EXT PIPE 116"" W/VINYL ASSY ADD1012",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
2MD-55VS08W                   ,7.67 FT TUBE & VINYL ASSY FOR ADD08,Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
2MD-55VS10D                   ,"PNTD EXT PIPE 44"" LONG",Inactive,EA,,PRO,Professional Sales Price Group,,FAB                      
2MD-55VS11D                   ,"PNTD EXT PIPE 21"" LONG",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
2MD-55VS12D                   ,"PNTD EXT PIPE 33"" LONG",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
2PT-22CA01D                   ,"END CAP, CEILING PLATE BLACK",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
38TK97                        ,"I-Beam Clamp,250lb.,Ceiling Mount,Steel",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
38TK99                        ,PANEL ADAPTOR PLATE ( VESA 400X400),Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
38X961                        ,"TV EXTENSION COLUMN, FLAT PANEL,CEILING,BLK",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
407K70                        ,"6""-9"" Adjustable Extension Column",Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K72                        ,"9""-12"" Adjustable Extension Column",Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K73                        ,"9""-12"" Adjustable Extension Column",Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K75                        ,"18""-24"" Adjustable Extension Column",Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K76                        ,"18""-24"" Adjustable Extension Column",Active,EA,,PRO,Professional Sales Price Group,Use Up,APNS                     
407K77                        ,2'-3' Adjustable Extension Column,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K78                        ,2'-3' Adjustable Extension Column,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K80                        ,3'-5' Adjustable Extension Column,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K82                        ,4'-6' Adjustable Extension Column,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K84                        ,Grainger: 5'-7' Adjustable Extension Column,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K85                        ,6’- 8’ Adjustable Extension Column,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K87                        ,8’-10’ Adjustable Extension Column,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K89                        ,10'-12' Adjustable Extension Column - Blk,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K91                        ,Ceiling Plate For Wood Joist and Structural Ceiling,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K92                        ,"Ceiling Plate For Wood Joists at 16"" centers and Concrete",Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K95                        ,"Ceiling Plate For 4""x4"" Unistrut® and Structural Ceiling",Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K96                        ,Ceiling Plate For Unistrut Adaptor in Truss Ceilings,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407K99                        ,Ceiling Plate For Truss Ceiling,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407L01                        ,Suspended Ceiling Plate,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407L02                        ,Suspended Ceiling plate,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
407L03                        ,Suspended Ceiling plate,Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
42013                         ,"FOR BOSE PRODUCTS, ACC415",Active,EA,,PRO,Professional Sales Price Group,Active,APNS                     
47475234                      ,"Triple Metal stud wall plate For PLA Series, 16"", 20"", 24"" stud centers",Active,EA,,CORE,Mounts,Use Up,APNS                     
4MD-08XX03B                   ,"FLANGE, PEDESTAL & DECOUPLER",Active,EA,,PRO,Professional Sales Price Group,,PP                  MISC 
4MD-08XX03D                   ,"FLANGE, BLK PEDESTAL & DECOUPLER",Active,EA,,PRO,Professional Sales Price Group,,FAB                 PAINT
500-1011                      ,"#8X.5 TRH,SHTMTLSCR, BLK,PHH TYP A",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
500-1081                      ,"SCR SET,SOC CUP 5/16-18 X 1/2"", BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
500-1082                      ,SCR SHLDR BLT 5/16-18X3/8 SKT BLK,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
500-1084                      ,"SCR SET, SOC CUP 1/4-20 X 1/4"", BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
500-1086                      ,"SCR SET, SOC CUP 10-32 X 1/4"", BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
500-1088                      ,"M12-1.75 X 50MM FULL THRD SHCS, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
500-1090                      ,"WD SCR, STAFAST BW0740UHD BO",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
500-2001                      ,SCR TAP M5 X.8X10MM F PENTA CAD ZNC,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
500-2031                      ,"FHCS M8 X 1.25 X 20MM SKT,ZN",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
500-9006                      ,SCR WOOD #10 X 3/4 PHL PAN BLK,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
504-1015                      ,"SCR BOLT M4 X .7 X 25MM PHL, BLK",No Purchases,EA,,PRO,Professional Sales Price Group,,FAST                HW   
504-9007                      ,SCR BOLT M4 X .7 X 6MM PHL BLK,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
505-9010                      ,SCR TAP M5X.8X10MM F PENTA PIN BLK,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
506-9058                      ,SCR TAP #6 X 5/8 TRS PHL BLK,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1002                      ,"M3  X 20MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1004                      ,"M3 X 8MM SKT PIN SER WSHR HD, BLK",No Purchases,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1005                      ,"M4 X 8MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1050                      ,"M6 X 12MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,Use Up,FAST                HW   
510-1059                      ,"M4  X 6MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1064                      ,"M5 X 12MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1065                      ,"M5 x 20MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1066                      ,"M6 X 10MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1079                      ,"M4 X 12 MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1082                      ,"M4 X 25 MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1087                      ,"M4 X 16MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1097                      ,"M4 X 35MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1112                      ,"M5 X 30MM SKT PIN SER WSHR HD, BLK",Inactive,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1114                      ,"M5 X 6MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1122                      ,"M5 X 25MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1126                      ,"M5 X 10MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-1208                      ,"M5 X 20MM PAN PHL, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-2004                      ,"M3 X 8MM SKT PIN SER WSHR HD, ZC",Inactive,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-2060                      ,"M4 X10MM SKT PIN SER WSHR HD, ZINC",Inactive,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-2063                      ,"M5 X 10MM SKT PIN SER WSHR HD, ZINC",Inactive,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-2065                      ,"M5 x 20MM SKT PIN SER WSHR HD, ZINC",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-2066                      ,"M6 X 10MM SKT PIN SER WSHR HD, ZINC",Inactive,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-2082                      ,"M4 X 25 MM SKT PIN SER WSHR HD, ZC",Inactive,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-2087                      ,"M4  X 16MM SKT PIN SER WSHR HD, ZC",Inactive,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-9108                      ,SCR BOLT 1/4-20 X 1/2 RND PHL BLK,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-9109                      ,SCR BOLT M6 X 30MM PHL BLK,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-9113                      ,SCR BOLT 1/4-20 X 1 1/2 RND PHL BLK,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-9157                      ,SCR WOOD #14 X 1 1/4 PAN PHL BLK,No Purchases,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-9163                      ,"SCR WOOD #10 X 1 1/2"" PHL BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
510-9554                      ,"M6 X 20MM SKT PIN SER WSHR HD, BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
520-1006                      ,SCR BOLT M4 X .7 X 6MM PHL PAN BLK,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
520-1013                      ,SCR BOLT 1/4-20 X .75 BTN SKT BLK,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
520-1017                      ,"SCR BOLT 1/4-20 X 1 3/4"" CAR BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
520-1028                      ,SCR BOLT M3-.5X6MM PHL PAN BLK,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
520-1031                      ,SCR BOLT M8 X25MM PAN PHL BLK,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
520-1038                      ,M3 X .5 X 8MM PHL PAN HD MACH SCRW,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
520-1042                      ,SCR BOLT M5X30MM PAN PHL BLK,Inactive,EA,,PRO,Professional Sales Price Group,,FAST                HW   
520-1054                      ,SCR BOLT 1/4-20 X 1/2 SKT PIN,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
520-1067                      ,"M6 X 30MM SKT PIN , BLK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
520-1076                      ,SCR WOOD #8 X 3/4 FLT PHL BLK,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
520-1088                      ,"SCR U-BOLT 3/8-16 X 4"" BLACK",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
